1022	1010	1
1206	1166	1
1242	1235	1
1010	1235	1
1205	1064	1
1081	1022	1
1235	1242	1
1065	1123	1
1114	1197	1
1123	1244	1
1192	1235	1
1103	1176	1
1279	1065	1
1235	1010	1
1166	1206	1
1244	1279	1
1064	1212	1
1174	1096	1
1279	1244	1
1242	1192	1
1133	1064	1
1212	1064	1
1103	1192	1
1123	1279	1
1065	1279	1
1096	1075	1
1064	1133	1
1010	1081	1
1081	1235	1
1022	1235	1
1192	1242	1
1279	1123	1
1242	1103	1
1235	1081	1
1022	1081	1
1081	1242	1
1176	1192	1
1096	1033	1
1213	1033	1
1123	1065	1
1033	1213	1
1192	1103	1
1276	1174	1
1096	1276	1
1103	1235	1
1235	1192	1
1010	1103	1
1244	1071	1
1103	1242	1
1235	1022	1
1197	1033	1
1010	1022	1
1176	1242	1
1242	1081	1
1192	1081	1
1081	1176	1
1135	1096	1
1103	1010	1
1059	1169	1
1075	1096	1
1176	1103	1
