1276	1075	1
1166	1206	1
1081	1022	1
1176	1206	1
1075	1276	1
1114	1276	1
1192	1241	1
1212	1081	1
1249	1241	1
1166	1176	1
1031	1237	1
1241	1249	1
1010	1075	1
1081	1205	1
1192	1276	1
1123	1174	1
1206	1235	1
1213	1197	1
1036	1176	1
1237	1166	1
1033	1123	1
1276	1192	1
1075	1192	1
1206	1166	1
1249	1192	1
1205	1081	1
1197	1213	1
1022	1081	1
1174	1033	1
1166	1103	1
1123	1033	1
1235	1237	1
1033	1197	1
1212	1166	1
1213	1123	1
1197	1033	1
1103	1166	1
1010	1276	1
1166	1235	1
1033	1174	1
1237	1212	1
1010	1192	1
1235	1206	1
1075	1010	1
1036	1206	1
1197	1123	1
1212	1235	1
1123	1197	1
1276	1010	1
1237	1235	1
1213	1065	1
1242	1276	1
1197	1174	1
1103	1237	1
1010	1242	1
1213	1174	1
1241	1276	1
1192	1075	1
1206	1176	1
1192	1010	1
1174	1197	1
1033	1244	1
1065	1213	1
1242	1010	1
1276	1242	1
