1291	1040	1
1242	1042	1
1065	1267	1
1135	1185	1
1259	1276	1
1082	1197	1
1028	1237	1
1185	1237	1
1267	1065	1
1036	1136	1
1237	1135	1
1208	1217	1
1242	1082	1
1104	1264	1
1261	1291	1
1279	1104	1
1096	1082	1
1104	1279	1
1279	1253	1
1253	1264	1
1010	1237	1
1104	1253	1
1185	1039	1
1159	1135	1
1187	1242	1
1237	1030	1
1209	1028	1
1082	1187	1
1060	1139	1
1167	1028	1
1096	1187	1
1159	1237	1
1185	1133	1
1010	1039	1
1082	1242	1
1253	1279	1
1096	1242	1
1259	1060	1
1261	1060	1
1136	1036	1
1259	1291	1
1028	1167	1
1104	1223	1
1187	1082	1
1037	1036	1
1217	1208	1
1135	1010	1
1259	1235	1
1028	1103	1
1242	1187	1
1291	1259	1
