1104	1253	1
1237	1030	1
1139	1261	1
1259	1235	1
1136	1261	1
1030	1135	1
1187	1096	1
1264	1104	1
1036	1259	1
1157	1037	1
1135	1237	1
1235	1139	1
1159	1030	1
1022	1139	1
1267	1065	1
1096	1187	1
1104	1042	1
1060	1235	1
1253	1042	1
1276	1259	1
1135	1263	1
1235	1259	1
1209	1028	1
1028	1209	1
1235	1060	1
1030	1237	1
1042	1223	1
1060	1276	1
1065	1267	1
1253	1279	1
1022	1259	1
1136	1040	1
1242	1197	1
1279	1042	1
1259	1261	1
1040	1261	1
1264	1253	1
1197	1082	1
1010	1237	1
1104	1264	1
1082	1197	1
1253	1264	1
1136	1139	1
1042	1264	1
1139	1276	1
1261	1136	1
1135	1159	1
1040	1259	1
1109	1267	1
1242	1194	1
1259	1022	1
1060	1261	1
1022	1036	1
1135	1030	1
1040	1276	1
1276	1040	1
1267	1109	1
1039	1185	1
1253	1104	1
1261	1235	1
1036	1261	1
1291	1259	1
1279	1187	1
1197	1194	1
1022	1261	1
1235	1261	1
