;1010;1022;1031;1033;1036;1059;1064;1065;1071;1075;1081;1096;1097;1103;1114;1123;1133;1135;1150;1166;1169;1174;1176;1192;1197;1205;1206;1212;1213;1235;1237;1241;1242;1244;1249;1276;1279
1010;0;0.01435;0;0.00691;0.0024;0;0;0;0.00105;0.00338;0.00564;0;0;0.00263;0;0;0;0;0.00541;0;0;0;0;0.01556;0.00616;0;0;0;0;0.02322;0;0;0.00639;0;0.00143;0.00113;0
1022;0.01435;0;0;0;0;0;0;0;0;0;0.0148;0;0;0;0;0;0;0;0.00797;0;0;0.00075;0;0;0.00286;0.00135;0;0;0;0.0378;0;0;0.00376;0;0;0;0
1031;0;0;0;0;0;0;0;0.00083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00759;0;0.00225;0;0;0;0
1033;0.00691;0;0;0;0.00165;0;0;0;0.00165;0;0;0.00225;0;0;0.00083;0.00383;0;0.00158;0;0;0;0.00759;0;0.00173;0.02187;0;0;0;0.00316;0.00203;0;0.00368;0;0;0.00458;0.0012;0
1036;0.0024;0;0;0.00165;0;0;0;0;0;0;0;0;0;0.00165;0;0;0;0;0;0.00451;0;0;0.00233;0.00909;0;0;0.00451;0;0;0;0;0;0.00135;0;0.00406;0;0
1059;0;0;0;0;0;0;0.02247;0;0;0;0;0;0;0;0;0;0.00676;0;0;0;0.00195;0;0;0;0;0.00579;0;0;0;0;0;0.00075;0;0;0;0;0
1064;0;0;0;0;0;0.02247;0;0;0.00188;0;0;0;0;0;0;0.00188;0.01811;0.00165;0;0;0.00669;0;0;0;0;0.02285;0;0.01067;0;0;0;0.00083;0;0;0;0;0
1065;0;0;0.00083;0;0;0;0;0;0.00526;0;0;0;0;0;0;0.00646;0;0;0;0.00406;0;0;0;0;0;0;0.00143;0;0;0;0.00857;0;0.00481;0.01075;0.00519;0;0.02916
1071;0.00105;0;0;0.00165;0;0;0.00188;0.00526;0;0;0.0015;0;0;0;0;0.00158;0.00083;0.00271;0;0;0;0;0;0.00353;0.00248;0;0;0;0;0.00203;0;0;0.00233;0.00849;0.00271;0.00075;0.01225
1075;0.00338;0;0;0;0;0;0;0;0;0;0;0.00564;0;0;0;0;0;0;0;0;0;0;0;0.0018;0.0012;0;0;0;0;0;0;0.00075;0.0024;0;0;0;0
1081;0.00564;0.0148;0;0;0;0;0;0;0.0015;0;0;0;0;0.00293;0;0;0;0;0.00917;0.00158;0;0;0;0.00624;0.00361;0.00406;0;0;0;0.02848;0.00488;0;0.00969;0;0.00098;0;0
1096;0;0;0;0.00225;0;0;0;0;0;0.00564;0;0;0;0;0;0.00105;0;0.00541;0;0;0;0.00323;0;0;0.0021;0;0;0;0.00083;0;0;0.00639;0;0;0;0;0
1097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00158;0;0;0;0;0;0;0.00361;0;0;0;0;0
1103;0.00263;0;0;0;0.00165;0;0;0;0;0;0.00293;0;0;0;0;0;0;0;0;0.01202;0;0;0;0.00451;0;0;0.01262;0;0;0;0;0;0.00188;0;0;0.00098;0
1114;0;0;0;0.00083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00158;0.00083;0;0;0;0;0;0;0;0;0;0;0.00165;0
1123;0;0;0;0.00383;0;0;0.00188;0.00646;0.00158;0;0;0.00105;0;0;0;0;0;0.00436;0;0.00286;0;0.00286;0;0;0.00624;0;0;0;0.00744;0;0.0021;0;0;0.0009;0.00894;0.0015;0.00549
1133;0;0;0;0;0;0.00676;0.01811;0;0.00083;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0.00458;0;0.00308;0;0;0;0;0;0;0;0;0
1135;0;0;0;0.00158;0;0;0.00165;0;0.00271;0;0;0.00541;0;0;0;0.00436;0.0009;0;0;0;0;0.00098;0;0.0009;0.00083;0;0;0;0;0;0;0.01488;0;0.00278;0.00271;0;0.00105
1150;0.00541;0.00797;0;0;0;0;0;0;0;0;0.00917;0;0;0;0;0;0;0;0;0;0;0;0;0.00075;0;0;0;0;0;0.01676;0.00135;0;0.00113;0;0.0021;0;0
1166;0;0;0;0;0.00451;0;0;0.00406;0;0;0.00158;0;0;0.01202;0;0.00286;0;0;0;0;0;0;0;0.0009;0;0;0.02946;0;0;0;0.0009;0;0.00293;0;0.00564;0.00323;0
1169;0;0;0;0;0;0.00195;0.00669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;0;0.00075;0;0.00759;0;0;0;0;0;0;0;0.00323;0;0;0;0.00286;0;0.00098;0;0;0;0;0;0;0.02254;0;0;0;0.00331;0;0;0.00541;0;0;0.00496;0.00158;0
1176;0;0;0;0;0.00233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00323;0;0;0.00308;0;0;0;0;0;0.00143;0;0;0;0
1192;0.01556;0;0;0.00173;0.00909;0;0;0;0.00353;0.0018;0.00624;0;0;0.00451;0.00158;0;0;0.0009;0.00075;0.0009;0;0;0.00323;0;0;0;0.00075;0;0;0;0;0;0.00797;0;0;0.00195;0
1197;0.00616;0.00286;0;0.02187;0;0;0;0;0.00248;0.0012;0.00361;0.0021;0.00158;0;0.00083;0.00624;0;0.00083;0;0;0;0.02254;0;0;0;0;0;0;0.01563;0;0;0.02209;0.00301;0;0.0124;0.00368;0
1205;0;0.00135;0;0;0;0.00579;0.02285;0;0;0;0.00406;0;0;0;0;0;0.00458;0;0;0;0;0;0;0;0;0;0;0.00879;0;0.00083;0.00158;0.0018;0;0;0.0009;0.00256;0
1206;0;0;0;0;0.00451;0;0;0.00143;0;0;0;0;0;0.01262;0;0;0;0;0;0.02946;0;0;0.00308;0.00075;0;0;0;0;0;0;0.00075;0;0;0;0.00451;0.00203;0
1212;0;0;0;0;0;0;0.01067;0;0;0;0;0;0;0;0;0;0.00308;0;0;0;0;0;0;0;0;0.00879;0;0;0;0;0;0;0;0;0;0;0
1213;0;0;0;0.00316;0;0;0;0;0;0;0;0.00083;0;0;0;0.00744;0;0;0;0;0;0.00331;0;0;0.01563;0;0;0;0;0;0.00308;0.0012;0;0;0.00316;0.00128;0
1235;0.02322;0.0378;0;0.00203;0;0;0;0;0.00203;0;0.02848;0;0;0;0;0;0;0;0.01676;0;0;0;0;0;0;0.00083;0;0;0;0;0.00503;0;0.00947;0;0;0;0
1237;0;0;0.00759;0;0;0;0;0.00857;0;0;0.00488;0;0;0;0;0.0021;0;0;0.00135;0.0009;0;0;0;0;0;0.00158;0.00075;0;0.00308;0.00503;0;0;0.00188;0.0009;0;0;0.00225
1241;0;0;0;0.00368;0;0.00075;0.00083;0;0;0.00075;0;0.00639;0.00361;0;0;0;0;0.01488;0;0;0;0.00541;0;0;0.02209;0.0018;0;0;0.0012;0;0;0;0;0;0.01751;0;0
1242;0.00639;0.00376;0.00225;0;0.00135;0;0;0.00481;0.00233;0.0024;0.00969;0;0;0.00188;0;0;0;0;0.00113;0.00293;0;0;0.00143;0.00797;0.00301;0;0;0;0;0.00947;0.00188;0;0;0;0.00376;0.00263;0
1244;0;0;0;0;0;0;0;0.01075;0.00849;0;0;0;0;0;0;0.0009;0;0.00278;0;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0.00564;0;0.03081
1249;0.00143;0;0;0.00458;0.00406;0;0;0.00519;0.00271;0;0.00098;0;0;0;0;0.00894;0;0.00271;0.0021;0.00564;0;0.00496;0;0;0.0124;0.0009;0.00451;0;0.00316;0;0;0.01751;0.00376;0.00564;0;0.00098;0.00954
1276;0.00113;0;0;0.0012;0;0;0;0;0.00075;0;0;0;0;0.00098;0.00165;0.0015;0;0;0;0.00323;0;0.00158;0;0.00195;0.00368;0.00256;0.00203;0;0.00128;0;0;0;0.00263;0;0.00098;0;0
1279;0;0;0;0;0;0;0;0.02916;0.01225;0;0;0;0;0;0;0.00549;0;0.00105;0;0;0;0;0;0;0;0;0;0;0;0;0.00225;0;0;0.03081;0.00954;0;0
