;1010;1013;1019;1020;1022;1023;1031;1032;1033;1036;1040;1050;1059;1065;1071;1073;1081;1082;1083;1096;1097;1103;1104;1110;1112;1114;1123;1125;1130;1133;1134;1135;1144;1148;1166;1174;1176;1179;1181;1186;1187;1192;1195;1197;1205;1206;1212;1213;1216;1217;1229;1234;1235;1237;1239;1241;1242;1244;1249;1251;1253;1254;1259;1261;1263;1278;1279;1282;1287
1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1013;0;0;0;0.00067;0;0;0;0;0.001;0;0;0;0.00715;0;0;0;0;0;0.00234;0;0;0.02385;0.00935;0;0;0;0;0.0008;0;0;0;0;0;0;0.06339;0;0;0;0;0;0;0;0;0;0;0;0.03654;0;0;0.00414;0;0;0;0;0;0.00588;0;0;0;0;0;0;0;0;0;0;0;0;0
1019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1020;0;0.00067;0;0;0;0;0;0;0;0.00949;0;0;0;0;0;0;0;0;0.00381;0;0;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0.00127;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0;0;0;0
1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00073;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00675;0.00641;0;0;0.00047;0;0
1023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00274;0;0;0;0.00107;0;0;0;0;0
1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0
1033;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1036;0;0;0;0.00949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07354;0;0
1040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;0;0.00715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03233;0;0;0;0;0;0.00795;0;0;0;0;0;0;0.00822;0;0;0;0;0;0;0;0;0;0;0;0.0008;0;0;0.00033;0;0;0;0;0;0;0;0;0.00661;0;0;0;0;0;0;0;0;0;0
