1166	1212	1
1013	1103	1
1212	1103	1
1103	1059	1
1244	1135	1
1235	1050	1
1103	1212	1
1242	1133	1
1071	1040	1
1135	1081	1
1133	1242	1
1050	1235	1
1166	1013	1
1081	1135	1
1166	1217	1
1134	1097	1
1103	1217	1
1013	1217	1
1110	1083	1
1135	1244	1
1217	1013	1
1103	1013	1
1249	1133	1
1217	1166	1
1082	1278	1
1133	1249	1
1013	1166	1
1217	1103	1
1212	1166	1
1033	1104	1
1104	1033	1
1097	1134	1
1083	1261	1
1013	1212	1
1103	1166	1
1083	1110	1
1166	1103	1
1212	1013	1
1133	1104	1
1234	1134	1
1104	1242	1
1104	1176	1
1176	1104	1
1104	1287	1
1133	1176	1
1176	1133	1
1040	1083	1
1287	1104	1
1059	1103	1
1059	1166	1
1166	1059	1
1059	1013	1
1234	1097	1
1237	1123	1
1123	1237	1
