1187	1010	1
1205	1287	1
1010	1187	1
1179	1205	1
1287	1205	1
1279	1103	1
1059	1249	1
1205	1179	1
1229	1144	1
1205	1114	1
1103	1205	1
1110	1206	1
1206	1110	1
1179	1287	1
1287	1179	1
1022	1259	1
1206	1083	1
1059	1133	1
1110	1083	1
1249	1059	1
1242	1096	1
1083	1206	1
1259	1022	1
1103	1279	1
1259	1261	1
1083	1110	1
1261	1259	1
1022	1261	1
1205	1254	1
1279	1059	1
1096	1242	1
1279	1010	1
1065	1019	1
1059	1205	1
1287	1254	1
1261	1022	1
1144	1229	1
1279	1187	1
1050	1235	1
1234	1133	1
1242	1282	1
1235	1050	1
1135	1259	1
1249	1279	1
1206	1261	1
1279	1249	1
1114	1205	1
1261	1083	1
