1036;30;72;99;450
1046;25;72;95;440
1058;25;60;100;443
1073;40;60;95;440
1109;25.7;73;78.5;450
1119;23;60;95;440
1126;30;48;100;443
1139;30;40;100;443
1159;17;70;59;420
1160;30;70;96;450
1165;25;65;95;443
1179;25;65;95;470
1188;28;72;98;450
1205;25;60;98;443
1209;35;60;80;420
1228;25;60;100;443
1234;25;60;100;443
1238;25;85;99;450
1239;25;60;100;440
1246;20;60;90;450
1261;20;60;98;440
1267;35;72;90;500
1281;25;65;80;443
1282;25;70;80;450
1283;25;60;100;440
