1234	1109	1
1209	1036	1
1160	1188	1
1283	1109	1
1239	1165	1
1282	1159	1
1165	1160	1
1238	1160	1
1046	1126	1
1036	1179	1
1179	1046	1
1073	1126	1
1205	1283	1
1109	1205	1
1281	1165	1
1159	1058	1
1179	1209	1
1036	1209	1
1209	1179	1
1246	1058	1
1239	1282	1
1283	1282	1
1058	1109	1
1228	1165	1
1109	1234	1
1209	1267	1
1165	1188	1
1267	1036	1
1160	1238	1
1205	1239	1
1238	1188	1
1109	1283	1
1179	1267	1
1282	1058	1
1239	1058	1
1109	1058	1
1281	1228	1
1239	1109	1
1188	1238	1
1126	1205	1
1046	1239	1
1239	1283	1
1282	1283	1
