1209	1058	1
1205	1165	1
1179	1160	1
1283	1160	1
1188	1238	1
1109	1058	1
1238	1188	1
1267	1283	1
1188	1046	1
1046	1238	1
1209	1179	1
1205	1126	1
1036	1209	1
1109	1126	1
1159	1282	1
1179	1283	1
1160	1283	1
1209	1036	1
1205	1046	1
1261	1179	1
1036	1267	1
1165	1228	1
1281	1165	1
1267	1179	1
1160	1046	1
1282	1058	1
1046	1126	1
1267	1209	1
1179	1209	1
1159	1239	1
1228	1165	1
1283	1179	1
1126	1205	1
1282	1109	1
1160	1238	1
1228	1209	1
1165	1281	1
1282	1234	1
1283	1209	1
1228	1281	1
1109	1282	1
1228	1046	1
1058	1282	1
1188	1160	1
1073	1126	1
1046	1165	1
