1282	1109	1
1159	1119	1
1036	1209	1
1046	1179	1
1073	1126	1
1267	1179	1
1179	1209	1
1267	1036	1
1165	1036	1
1119	1159	1
1205	1126	1
1159	1283	1
1238	1160	1
1261	1239	1
1188	1238	1
1036	1179	1
1281	1165	1
1109	1283	1
1282	1283	1
1209	1179	1
1238	1179	1
1160	1188	1
1179	1036	1
1036	1267	1
1165	1160	1
1126	1239	1
1283	1109	1
1238	1188	1
1239	1073	1
1160	1238	1
1109	1282	1
1165	1267	1
1282	1159	1
1188	1160	1
1160	1165	1
1209	1036	1
1179	1267	1
1281	1228	1
1234	1283	1
1109	1234	1
1239	1261	1
1282	1234	1
1126	1073	1
1073	1239	1
1165	1281	1
1179	1160	1
1046	1126	1
1036	1165	1
1283	1234	1
1159	1234	1
1234	1282	1
1046	1282	1
1267	1209	1
1159	1109	1
